시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지 주소,주차대수,공-사설 구분,최초안치기간,연장가능년,연장가능횟수,식당,매점,주차장,유족대기실,장애인편의시설
경기도,광주시,광주공원묘원 봉안묘,경기도 광주시 매자리길 235 (매산동),031-762-0077,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,화성시,구룡사 봉안묘,경기도 화성시 만세구 향남읍 범허리길 107-34 (상신리),,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,용인시 처인구,구룡사추모공원,"경기도 용인시 처인구 이동읍 삼배울로92번길 30-6 (덕성리, 구룡사)",031-333-4006,,,0,사설,0,0,0,미설치,미설치,설치,설치,미설치
경기도,구리시,구리시공설묘지 무연고 봉안당,경기도 구리시 사노동 산175-20,031-550-2955,031-550-2955,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,구리시,구리시공설묘지 봉안묘,경기도 구리시 사노동 산175-20,031-550-2955,031-550-2955,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,김포시,금강사추모공원(봉안당),경기도 김포시 하성면 가금리 284-1,031-984-6544,031-984-6545,,0,사설,99,99,99,설치,미설치,설치,설치,설치
경기도,포천시,금호동성당 천보묘원(봉안),경기도 포천시 화합로 116 (동교동),031-541-0098,,kumho1.enk.co.kr,700,사설,99,0,0,설치,미설치,설치,미설치,미설치
경기도,김포시,김포시추모공원(봉안담),경기도 김포시 통진읍 애기봉로571번길 165 (귀전리83-4),031-983-3960,,https://www.guc.or.kr/rainbow/html/about/memorial_01.php,0,공설,15,15,2,미설치,미설치,설치,설치,미설치
경기도,김포시,김포연화사추모관,경기도 김포시 하성면 연화봉로 233 (후평리),031-988-3531,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,여주시,남한강공원묘원(봉안),경기도 여주시 가남읍 송삼로 459-35 (금곡리),031-882-6689,,www.nhg.co.kr ,500,사설,0,0,0,설치,설치,설치,미설치,미설치
경기도,포천시,다보정사 안미원,경기도 포천시 창수면 옥수로262번길 98 (주원리),031-531-0561,,www.dabojs.co.kr,97,사설,99,99,99,미설치,미설치,설치,미설치,미설치
경기도,포천시,다보정사 안미원(봉안탑),경기도 포천시 창수면 옥수로262번길 98 (주원리),031-531-0561,,www.dabojs.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,대원사 봉안당,"경기도 안성시 공도읍 마정개나리길 16-15 (마정리, 대원사)",031-656-4841,,www.대원사.kr,20,사설,99,99,99,설치,미설치,설치,설치,미설치
경기도,양주시,대원정사 봉안당,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),031-855-5501,,www.daewonjungsa.co.kr/,50,사설,0,0,0,설치,설치,설치,설치,미설치
경기도,양주시,대원정사 봉안탑·담,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),031-855-5501,,www.daewonjungsa.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,대한불교덕성종 성보사 봉안당,경기도 양주시 백석읍 부흥로397번길 46 (연곡리),031-879-4691,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,대한불교덕성종 성보사 봉안탑,경기도 양주시 백석읍 부흥로397번길 46 (연곡리),031-879-4691,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,대한불교조계종 육지장사,경기도 양주시 백석읍 기산로471번길 190 (기산리),031-871-0101,,www.yukjijangsa.org/,50,사설,99,99,99,설치,미설치,설치,미설치,미설치
경기도,양평군,대한예수교장로회 노량진교회,"경기도 양평군 양서면 웃능골길 78 (복포리, 노량진교회기도원)",02-814-3425,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,도성사 봉안당,경기도 포천시 화현면 화동로596번길 90 (화현리),031-533-8815,,,300,사설,99,99,99,설치,미설치,설치,설치,설치
경기도,포천시,도성사 봉안탑,경기도 포천시 화현면 화동로596번길 90 (화현리),031-533-8815,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,이천시,동천교회 납골묘,경기도 이천시 설성면 설성로240번길 285 (장천리),02-831-0070,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,화성시,동탄납골추모관,"경기도 화성시 동탄구 동탄기흥로 64-42 (송동, 법왕청)",050-2299-4444,,,0,사설,0,0,0,설치,미설치,설치,설치,미설치
경기도,파주시,동화경모공원(봉안),"경기도 파주시 탄현면 헤이리로 98 (법흥리, 동화경모공원)",031-945-3226,,donghwapark.co.kr/,0,사설,0,0,0,설치,미설치,설치,설치,미설치
경기도,용인시 처인구,동화추모공원,경기도 용인시 처인구 백암면 한택로71번길 19 (옥산리),031-337-3324,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,마라나타하늘정원,"경기도 가평군 가평읍 호반로 2424-22 (달전리, 오륜비전빌리지)",02-6413-1764,,www.maranathagh.co.kr,100,사설,30,30,1,설치,설치,설치,설치,설치
경기도,남양주시,모란공원(봉안),경기도 남양주시 화도읍 경춘로2110번길 8-102 (월산리),031-594-6362,,,0,사설,10,0,0,미설치,미설치,미설치,미설치,미설치
경기도,김포시,무지개 뜨는 언덕,"경기도 김포시 김포한강4로 419-39 (마산동, 무지개뜨는언덕)",031-997-1641,031-997-1643,https://www.guc.or.kr/rainbow/html/about/rainbow_01.php,113,공설,15,15,2,미설치,미설치,설치,미설치,미설치
경기도,구리시,밀알교회 CATACOMB,경기도 구리시 코스모스길215번길 96 (토평동),031-556-1005,,,300,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,가평군,백련사 봉안탑,"경기도 가평군 상면 샘골길 159-50 (연하리, 백련사)",031-585-3855,,www.baekryunsa.com/,50,사설,99,0,0,설치,미설치,설치,미설치,미설치
경기도,용인시 기흥구,백향목침례교회,"경기도 용인시 기흥구 보라하갈로 67 (하갈동, 보라제일교회)",031-286-2755,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,고양시 덕양구,벽제중앙추모공원,경기도 고양시 덕양구 통일로414번길 196 (대자동),031-964-7799,,www.bjcmp.co.kr,50,사설,99,99,99,미설치,미설치,설치,미설치,설치
경기도,양평군,별그리다(THE WALL),경기도 양평군 양동면 양동금곡1길 331 (삼산리),031-333-1111,031-774-4710,www.star4ever.com,"1,300",사설,99,99,99,설치,미설치,설치,설치,설치
경기도,파주시,보광사 봉안당,경기도 파주시 광탄면 보광로474번길 87 (영장리),031-948-4440,,bogwangsa.co.kr/,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,화성시,보명사 봉안탑,경기도 화성시 만세구 장안면 남양황라로 529-17 (장안리),031-358-5250,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안양시 만안구,보장사 영각당,경기도 안양시 만안구 예술공원로131번길 11 (석수동),031-471-3322,,www.bojangsa.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,남양주시,봉선사 봉안당,"경기도 남양주시 진접읍 봉선사길 30 (부평리, 봉선사)",031-527-1951,,www.bongsunsa.net,200,사설,30,99,99,설치,설치,설치,설치,미설치
경기도,성남시 분당구,봉안당 홈,경기도 성남시 분당구 판교로 808 (야탑동),031-776-1700,,www.home12.co.kr,0,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,광주시,분당스카이캐슬추모공원,"경기도 광주시 머루숯길 61-33 (신현동, 분당스카이캐슬추모공원)",031-712-2004,,www.skycastle.kr,200,사설,99,99,0,미설치,미설치,설치,설치,설치
경기도,광주시,분당추모공원휴,경기도 광주시 오포읍 오포로 211-49 (능평리),031-762-3000,,www.huepark.co.kr,220,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,용인시 처인구,불광사 지장전,경기도 용인시 처인구 백암면 박곡로208번길 24(박곡리),031-323-1207,,www.용인불광사.com,0,사설,0,0,0,설치,미설치,설치,설치,미설치
경기도,양평군,사랑의동산 ,"경기도 양평군 지평면 금의길 36-27 사랑의동산 (망미리, 양평금식기도원)",031-775-0096,,www.memorypark.org,100,사설,5,10,0,미설치,미설치,설치,설치,설치
경기도,광주시,삼성개발공원묘원(봉안),경기도 광주시 오포로 211-50 (능평동),031-766-4260,031-767-2483,www.elysium.co.kr,40,사설,99,99,99,미설치,미설치,설치,미설치,미설치
경기도,파주시,상락원 지장영묘전,"경기도 파주시 송화로 136 (야동동, 한국불교상락원)",031-941-3416,,www.sangrakwon.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,상락향 극락전,"경기도 가평군 청평면 남이터길 65 (대성리, 상락향수도원)",031-584-0657,,,30,사설,20,0,0,미설치,미설치,설치,미설치,미설치
경기도,가평군,상락향 봉안탑,"경기도 가평군 청평면 남이터길 65 (대성리, 상락향수도원)",031-584-0657,,,30,사설,20,0,0,미설치,미설치,설치,미설치,미설치
경기도,안성시,상월사 봉안당,경기도 안성시 양성면 천덕산로 919 (동항리),031-674-3542,,jkm9800.modoo.at,50,사설,99,99,99,설치,미설치,설치,설치,미설치
경기도,파주시,새문안추모관,경기도 파주시 광탄면 보광로 389 (영장리),031-937-8264,031-937-8265,www.saemoonan.org:586/church/Sub_08_06.aspx,20,사설,30,5,6,미설치,미설치,설치,설치,설치
경기도,양평군,새하늘공원,경기도 양평군 지평면 고재길 90 (곡수리),031-775-9544,,,0,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,가평군,서강대학교 봉안묘,"경기도 가평군 상면 청군로 1428-92 (원흥리, 서강대학교철우인성교육원)",031-585-3179,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의왕시,석예정사,경기도 의왕시 고천동 191-8,031-451-0653,,,0,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,가평군,설악그리쉼추모관,경기도 가평군 설악면 다락재로118번길 316 (회곡리),02-414-2311,,www.hvbc.kr,30,사설,99,99,0,미설치,미설치,설치,미설치,미설치
경기도,의왕시,성 라자로마을,"경기도 의왕시 원골로 66 (오전동, 성라자로마)",031-452-5655,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,성남시 중원구,성남장례문화사업소 하늘누리 제1추모원,"경기도 성남시 중원구 순암로 787 (갈현동, 장례문화사업소)",031-754-2268,,www.seongnam.go.kr/city/1001267/10852/contents.do,0,공설,0,0,0,설치,설치,설치,설치,설치
경기도,성남시 중원구,성남장례문화사업소 하늘누리 제2추모원,"경기도 성남시 중원구 순암로 787 (갈현동, 장례문화사업소)",031-754-2268,,www.seongnam.go.kr/city/1001267/10852/contents.do,0,공설,0,0,0,미설치,미설치,설치,미설치,설치
경기도,가평군,성불사 자인당,"경기도 가평군 상면 봉수로 40-108 (봉수리, 성불사)",031-584-3668,,www.sungbulsa.co.kr,30,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,연천군,성아우구스띠노수도회 봉안시설,경기도 연천군 왕징면 왕산로 722 (동중리),031-834-1262,,,20,사설,0,30,1,미설치,미설치,설치,설치,미설치
경기도,연천군,수불사추모공원,"경기도 연천군 청산면 전영로215번길 153-16, 수불사추모공원 ",031-832-6222,,subulsa.kr/greeting,20,사설,99,99,99,미설치,미설치,설치,설치,설치
경기도,수원시 영통구,수원시연화장 봉안담,"경기도 수원시 영통구 광교호수로 278 (하동, 수원시연화장)",031-218-6524,,https://www.law.go.kr/자치법규/수원시연화장설치및운영조례/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,수원시 영통구,수원시연화장 제2추모의집,"경기도 수원시 영통구 광교호수로 278 (하동, 수원시연화장)",031-218-6524,,https://www.suwonudc.co.kr/suwonyhj/mainPage.do,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,수원시 영통구,수원시연화장 추모의집,"경기도 수원시 영통구 광교호수로 278 (하동, 수원시연화장)",031-218-6524,,https://www.suwonudc.co.kr/suwonyhj/mainPage.do,400,공설,15,15,1,미설치,미설치,설치,미설치,설치
경기도,남양주시,신당동성당 소화묘원(봉안묘),"경기도 남양주시 조안면 다산로 363 (능내리, 천주교신당동교회)",031-576-1461,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,안성시추모공원(봉안담),경기도 안성시 미양면 보촌4길 70 (고지리),031-677-9944,031-677-9966,www.asimc.or.kr/chumo/,155,공설,0,0,0,미설치,미설치,설치,설치,미설치
경기도,동두천시,안흥동공설묘지 봉안담,경기도 동두천시 안흥동 산62,031-860-2266,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,용인시 처인구,약천사,"경기도 용인시 처인구 양지면 양지로63번길 9-18 (양지리, 약천사)",031-338-3362,,,30,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,평택시,약천추모공원,경기도 평택시 도일로 164-118 (도일동),031-1811-8093,,www.약천추모관.net,100,사설,15,99,99,설치,설치,설치,설치,설치
경기도,양주시,양주추모공원,경기도 양주시 율정로 42-22 (옥정동),031-866-4440,,www.yangjupark.com,40,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,김포시,양택공원묘지 봉안묘,경기도 김포시 하성면 양택리 109-6,031-980-2215,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양평군,양평군공설봉안시설,"경기도 양평군 양평읍 중앙로111번길 54 (공흥리, 쉼터공원관리사무실)",031-770-3027,031-770-3036,https://www.law.go.kr/자치법규/양평군장사시설의설치및운영조례,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양평군,양평추모공원 더포레,경기도 양평군 청운면 벗고갯길 45-20 (가현리),031-774-4415,,www.theforeyp.co.kr/,100,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,남양주시,에덴추모공원,경기도 남양주시 화도읍 수레로964번길 113-13 (차산리),031-572-0001,,www.edpk.co.kr,0,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,여주시,여주추모공원 봉안담,경기도 여주시 가남읍 여주남로 769 (본두리),031-880-4061,031-887-2476,https://yeojuuc.or.kr/sub1/memorial/park.do,137,공설,15,15,2,미설치,설치,설치,미설치,미설치
경기도,김포시,연꽃피우는 행복도량 용문사,"경기도 김포시 월곶면 대곶로 570 (갈산리, 용문사)",031-984-5449,,,20,사설,30,30,99,미설치,미설치,미설치,설치,미설치
경기도,연천군,연천동막골추모관,경기도 연천군 연천읍 동막로 109-29 (동막리),031-834-6560,,WWW.연천동막골추모관.COM,10,사설,5,99,99,미설치,미설치,설치,설치,미설치
경기도,고양시 덕양구,연화추모공원,경기도 고양시 덕양구 성령길 2-1 (대자동),031-963-1141,,www.yeonhwapark.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,영은설악동산,"경기도 가평군 설악면 묵안로 575 (설곡리, 설악영은교회)",031-584-2775,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,영평사 봉안당,경기도 안성시 보개면 신장길 79-42 (신장리),031-676-3960,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,동두천시,예래원(봉안시설),경기도 동두천시 탑신로 668 (탑동동),031-867-8707,,www.erehwon.or.kr,200,사설,99,99,99,설치,설치,설치,설치,설치
경기도,고양시 덕양구,예원추모관,경기도 고양시 덕양구 통일로 502-1 (대자동),1544-4054,,www.e-yewon.co.kr,0,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,양평군,예진추모관,"경기도 양평군 양서면 건지미길 75 (양수리, 노적사)",031-771-9004,,www.가연추모관.com,30,사설,1,0,1,미설치,미설치,설치,설치,미설치
경기도,연천군,오봉사 봉안당,경기도 연천군 연천읍 현문로245번길 384 (고문리),031-834-2140,,www.obongsa.org,100,사설,0,0,0,미설치,미설치,설치,설치,미설치
경기도,연천군,오봉사 봉안묘,경기도 연천군 연천읍 현문로245번길 384 (고문리),031-834-2140,,www.obongsa.org,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의왕시,오봉산추모공원 봉안담,경기도 의왕시 고천동 191-6,031-452-4814,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의왕시,오봉산추모공원 봉안당,경기도 의왕시 고천동 191-6,031-452-4814,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,오산시,오산시립봉안묘(무연고),경기도 오산시 가장동 산72-2,031-8036-8036,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,오산시,오산시립쉼터공원,경기도 오산시 가장산업동로 69-21 (가장동),031-378-9681,,https://www.osan.go.kr/memorial/main.do,30,공설,15,10,3,미설치,미설치,설치,설치,설치
경기도,광주시,오향중흥교회 봉안당,경기도 광주시 곤지암읍 가마을길 83-19 (오향리),031-764-4005,,www.부활동산.com ,100,사설,99,99,99,미설치,미설치,설치,설치,설치
경기도,용인시,용인평온의숲(평온마루 봉안당),"경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5900,,https://www.tranquil-forest.or.kr/main_new/m02/2/,611,공설,15,5,3,설치,설치,설치,설치,미설치
경기도,용인시,용인평온의숲(평온마루 봉안묘·담),"경기도 용인시 처인구 이동읍 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5900,,https://www.tranquil-forest.or.kr/main_new/m02/2/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,이천시,용학사 봉안당,"경기도 이천시 모가면 진상미로1067번길 271 (송곡리, 용학사)",031-632-4885,031-633-4252,yonghaksa.com,0,사설,99,99,0,미설치,미설치,미설치,미설치,미설치
경기도,양평군,운휴암 봉안당,"경기도 양평군 강하면 강하1로 612 (항금리, 운휴암)",031-775-1027,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,동두천시,원흥사 납골탑,경기도 동두천시 광암로17번길 163-75 (광암동),031-867-3593,,,50,사설,99,99,99,설치,미설치,설치,설치,미설치
경기도,이천시,월봉사연화원,경기도 이천시 호법면 덕평로497번길 260 (매곡리),031-638-6796,,www.wolbongsa.com,20,사설,99,99,99,설치,미설치,설치,설치,미설치
경기도,고양시 덕양구,유일추모공원,경기도 고양시 덕양구 통일로 582 (대자동),031-962-4144,,youilpark.com,40,사설,99,0,0,미설치,설치,설치,설치,미설치
경기도,안성시,유토피아추모공원(헤리티지관),경기도 안성시 일죽면 화곡길 126 (화곡리),031-673-7904,031-674-7904,utopia.co.kr,150,사설,99,99,99,설치,설치,설치,미설치,설치
경기도,안성시,유토피아추모공원(헤리티지별관),경기도 안성시 일죽면 화곡길 93 (화곡리),031-673-7904,031-674-7904,utopia.co.kr,49,사설,0,0,0,미설치,미설치,설치,설치,설치
경기도,안성시,유토피아추모관,"경기도 안성시 일죽면 화곡길 130 (화곡리, 유토피아추모관)",031-673-7904,031-674-7904,www.goutopia.co.kr,500,사설,99,99,99,설치,설치,설치,설치,설치
경기도,의왕시,의왕하늘쉼터(봉안담),경기도 의왕시 오매기백운산길 41-57 (오전동),031-345-2831,,www.uiwang.go.kr/UWKORWEL0901,274,공설,15,10,3,미설치,미설치,설치,설치,설치
경기도,동두천시,이담추모공원,경기도 동두천시 탑신로 562 (탑동동),031-867-4491,,www.idampark.co.kr,30,사설,5,99,99,미설치,미설치,설치,설치,설치
경기도,이천시,이천시립 추모의집(봉안),경기도 이천시 백사면 지읍로53번길 159 (조읍리),031-637-7501,031-638-4145,www.2000fmc.or.kr,25,공설,15,15,3,미설치,미설치,설치,미설치,설치
경기도,고양시,일산푸른솔추모공원,경기도 고양시 일산동구 성현로 426-32 (문봉동),031-926-2304,031-926-2305,www.일산푸른솔.com,130,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,의정부시,자일동공설묘지 무연고 봉안당,"경기도 의정부시 호국로1694번길 30-70 (자일동, 의정부시자일동공설묘지)",031-828-4195,031-828-4189,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,이천시,재단법인 에덴낙원,경기도 이천시 마장면 서이천로 449-82 (목리),031-645-9191,031-633-8993,www.edenparadise.co.kr,50,사설,0,0,0,설치,설치,설치,설치,설치
경기도,고양시 일산동구,재단법인 일산장안추모공원,경기도 고양시 일산동구 백마로502번길 64-13 (풍동),031-903-6650,,www.janganpark.co.kr,120,사설,99,0,0,설치,미설치,설치,설치,설치
경기도,파주시,재단법인 통일로추모공원,"경기도 파주시 조리읍 명봉산로114번길 84 (장곡리, 통일로추모공원)",031-943-3501,031-944-6316,www.tongilro-park.co.kr,100,사설,99,99,99,미설치,설치,설치,설치,설치
경기도,남양주시,재단법인북한강공원,"경기도 남양주시 화도읍 모꼬지로17번길 202 (구암리, 북한강공원)",031-592-0081,,www.bhgpark.co.kr,0,사설,0,0,0,미설치,미설치,설치,미설치,미설치
경기도,양주시,재단법인조안공원양주지사,경기도 양주시 평화로1261번길 372-146 (산북동),031-856-3111,031-856-7111,www.haneulan.co.kr,200,사설,99,99,99,설치,설치,설치,미설치,미설치
경기도,남양주시,재단법인청림공원(봉안당),"경기도 남양주시 진건읍 사릉로156번길 295 (송능리, 봉인사)",031-527-5678,,,100,사설,99,99,99,설치,설치,설치,설치,설치
경기도,남양주시,재단법인청림공원(봉안탑),"경기도 남양주시 진건읍 사릉로156번길 295 (송능리, 봉인사)",031-527-5678,,,100,사설,99,0,0,설치,설치,설치,설치,설치
경기도,용인시 처인구,전통사찰95호 동도사,"경기도 용인시 처인구 이동읍 어진로 842, 동도사 (어비리)",031-333-7417,,,10,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,파주시,조안공원,"경기도 파주시 조리읍 명봉산로 204(장곡리, 조안공원묘지관리실)",031-943-7476,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,연천군,중앙추모공원(재단법인 현) 봉안시설,경기도 연천군 미산면 마유로 58-42 (백석리),031-833-7737,031-835-7737,www.하늘길.com,50,사설,99,0,99,미설치,미설치,설치,설치,미설치
경기도,화성시,천주교 비봉추모관,경기도 화성시 효행구 비봉면 화성로1946번길 26-11 (쌍학리),031-355-0191,,bb.catholic.or.kr,500,사설,99,10,99,설치,미설치,설치,설치,설치
경기도,포천시,천주교 서울대교구 평화묘원 봉안묘,경기도 포천시 화현면 영일로368번길 66 (지현리),031-532-9723,,,500,사설,30,30,3,설치,미설치,설치,설치,설치
경기도,안성시,천주교안성추모공원(봉안),경기도 안성시 보개면 보삼로 319-34 (북가현리),031-672-4276,031-673-9902,www.ampark.co.kr/index.php,0,사설,0,0,0,설치,설치,설치,미설치,미설치
경기도,용인시 처인구,천주교용인공원묘원(봉안),"경기도 용인시 처인구 모현면 오산로 154-62 (오산리, 천주교공원묘지)",031-334-0807,031-334-0854,yi.catholic.or.kr,300,사설,99,99,99,설치,미설치,설치,설치,설치
경기도,파주시,천주교평화의문,경기도 파주시 탄현면 성동로 111 (성동리),031-941-6805,,pu2046.kr,0,사설,20,10,99,미설치,미설치,미설치,미설치,미설치
경기도,가평군,청량교회 청량동산,경기도 가평군 청평면 양진길 104 (고성리),02-968-1162,02-960-2262,,10,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,양주시,청련사 극락원,경기도 양주시 장흥면 권율로 169 (석현리),031-836-0827,,www.bluelotus-park.co.kr/,100,사설,99,0,0,설치,설치,설치,설치,설치
경기도,여주시,청운사 봉안당,"경기도 여주시 흥천면 부흥로 698 (귀백리, 청운사)",031-881-3371,,,100,사설,99,99,0,설치,미설치,설치,설치,미설치
경기도,고양시 덕양구,추모공원 하늘문,경기도 고양시 덕양구 보광로106번길 46 (벽제동),031-962-7579,031-964-1691,www.hi1009.com,100,사설,99,99,0,미설치,미설치,설치,설치,설치
경기도,파주시,크리스찬메모리얼파크,경기도 파주시 조리읍 홀작로 164 (오산리),031-957-1260,031-957-1441,www.fgcmp.com,120,사설,99,99,99,미설치,설치,설치,설치,설치
경기도,동두천시,탑동추모공원,경기도 동두천시 천보산로359번길 22 (탑동동),031-867-5760,,cafe.naver.com/topdongmemorialpark,50,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,파주시,파주추모공원 봉안당,경기도 파주시 파주읍 약수골길 67 (연풍리),031-954-1444,,www.pajupark.com,100,사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,파주시,파주추모공원 봉안탑,경기도 파주시 파주읍 약수골길 86 (연풍리),031-952-4801,,www.pajupark.com,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,평택시,평택시립추모공원,경기도 평택시 청북읍 청북로 457-6 (율북리),031-683-3939,,www.puc.or.kr/business/memorial_park.do,130,공설,15,10,3,미설치,설치,설치,설치,미설치
경기도,하남시,하남시 마루공원(봉안시설),경기도 하남시 하남대로545번길 22-30 (천현동),031-795-2222,031-795-0987,www.huic.co.kr/www/contents.do?key=103,154,공설,15,15,1,설치,설치,설치,미설치,설치
경기도,안산시,하늘공원(부곡동공설공원묘지),경기도 안산시 상록구 수인로 1824 (부곡동),031-481-3257,,,30,공설,15,15,2,미설치,미설치,설치,미설치,미설치
경기도,안성시,하늘문 봉안당,"경기도 안성시 양성면 미리내성지로 386-27 (미산리, 미리내실버타운)",031-671-0500,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의정부시,하늘의문(천주교 신곡2동성당),경기도 의정부시 금신로296번길 61 (신곡동),031-856-0191,,www.elife.or.kr,60,사설,15,15,99,미설치,미설치,설치,설치,설치
경기도,고양시 덕양구,해인사미타원,경기도 고양시 덕양구 대양로 84-80 (대자동),031-963-7588,,mitawon.or.kr,0,사설,0,0,99,미설치,미설치,설치,설치,미설치
경기도,남양주시,화광사 봉안당,"경기도 남양주시 화도읍 경춘로2192번길 107 (월산리, 대한불교화광사)",031-595-0977,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,화성시,화성시추모공원 봉안당,"경기도 화성시 효행구 비봉면 주석로 545 (청요리, 화성시추모공원)",031-356-9272,,https://www.hu.or.kr/www/M040000/M040500/M0405003/M04050031.jsp,124,공설,15,15,1,미설치,설치,설치,설치,설치
경기도,화성시,화성시추모공원 봉안묘,"경기도 화성시 효행구 비봉면 주석로 545 (청요리, 화성시추모공원)",031-356-9272,031-356-9272,https://www.hu.or.kr/www/M040000/M040500/M0405003/M04050031.jsp,124,공설,0,0,0,미설치,미설치,설치,미설치,미설치
경기도,화성시,화성함백산추모공원 별빛쉼터,경기도 화성시 효행구 매송면 서해로 2448-32 (숙곡리),031-240-9200,031-240-9277,https://hbm.hu.or.kr/hambaeksan/main.do#,0,공설,15,15,1,미설치,미설치,설치,미설치,미설치
경기도,화성시,화성함백산추모공원 봉안담,경기도 화성시 효행구 매송면 서해로 2448-32 (숙곡리),031-240-9200,031-240-9277,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
강원특별자치도,춘천시,(재)경춘공원묘원 봉안당,강원특별자치도 춘천시 서면 노동길 181 (안보리),033-263-7300,,www.gyoungchun.com/,0,사설,5,5,99,설치,설치,설치,미설치,미설치
강원특별자치도,춘천시,(재)경춘공원묘원 봉안묘,강원특별자치도 춘천시 서면 노동길 181 (안보리),033-263-7300,,www.gyoungchun.com/,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
강원특별자치도,원주시,(재)원주공원묘원 봉안당,강원특별자치도 원주시 귀래면 귀문로 599 (귀래리),033-765-0165,033-765-0165,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
강원특별자치도,춘천시,(주)광림공원 동산공원묘원(봉안),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",1577-9446,,www.dongsanpark.co.kr,0,사설,99,99,0,설치,설치,설치,설치,설치
